record_timestamp,01.csvCHW.FLOW,01.csvCHWR.TEMP.1,01.csvCHWS.TEMP.1,01.csvCWR.TEMP.1,01.csvCWS.TEMP.1,01CoolingLoad,01cop
2019-10-10 16:25:00+00:00,79.9305,12.0025,7.01995,27.9837,30.724,1672.682394,6.45823318
2019-10-10 16:30:00+00:00,86.6253,11.7824,6.79994,28.0837,30.724,1812.749787,7.280119628
2019-10-10 16:35:00+00:00,79.4127,11.8225,6.97995,28.2238,30.884,1615.151876,6.358865652
2019-10-10 16:40:00+00:00,78.9318,11.7824,6.97995,28.2838,30.944,1592.077296,6.219051938
2019-10-10 16:45:00+00:00,76.4536,11.8425,6.93995,28.2438,30.764,1574.233906,6.322224522
2019-10-10 16:50:00+00:00,77.8592,11.9825,7.01995,28.2238,30.944,1622.796726,6.289909792
2019-10-10 16:55:00+00:00,73.6796,11.8625,7.05996,28.1838,30.764,1486.16675,6.041328252
2019-10-10 17:00:00+00:00,86.6992,11.8825,7.21997,28.1638,30.804,1697.798008,6.791192032
2019-10-10 17:05:00+00:00,76.6201,11.8425,6.89995,28.2038,30.784,1590.534436,6.572456347
2019-10-10 17:10:00+00:00,76.1947,11.9225,6.93995,28.3238,30.864,1594.50439,6.40363209
2019-10-10 17:15:00+00:00,70.9055,11.7624,6.85994,28.3638,30.864,1459.967786,5.959052186
2019-10-10 17:20:00+00:00,69.463,11.9825,7.01995,28.4838,31.104,1447.797165,5.768116194
2019-10-10 17:25:00+00:00,70.3507,11.9025,6.99995,28.3638,30.804,1448.570862,6.086432193
2019-10-10 17:30:00+00:00,128.939,12.5225,7.25998,28.1838,32.2641,2849.885078,7.460432142
2019-10-10 17:35:00+00:00,123.151,12.2825,7.09996,28.1038,32.0841,2680.586931,7.284203616
2019-10-10 17:40:00+00:00,118.139,11.7824,6.93995,28.5838,32.3241,2402.745242,7.281046189
2019-10-10 17:45:00+00:00,118.971,11.9225,7.05996,28.8238,32.5641,2429.705235,7.318389261
2019-10-10 17:50:00+00:00,99.2011,11.7624,7.01995,28.8838,32.0441,1975.916278,6.982036318
2019-10-10 17:55:00+00:00,95.4839,11.9825,6.93995,29.0038,32.3041,2022.225828,6.763297083
2019-10-10 18:00:00+00:00,92.5248,12.1825,6.99995,28.7238,32.0841,2013.960489,6.735653811
2019-10-10 18:05:00+00:00,68.7972,12.2425,6.87994,28.6038,31.304,1549.502274,6.324499077
2019-10-10 18:10:00+00:00,68.5753,11.9025,6.55992,28.2838,30.984,1538.74991,6.280611879
2019-10-10 18:15:00+00:00,61.5661,11.8625,6.83994,28.0638,30.4039,1298.721611,5.671273411
2019-10-10 18:20:00+00:00,63.7668,11.6624,6.93995,27.8837,30.0439,1264.769204,5.748950925
2019-10-10 18:25:00+00:00,63.397,11.7224,6.81994,27.7437,30.0439,1305.365278,5.827523562
2019-10-10 18:30:00+00:00,62.8791,11.4424,6.85994,27.3837,29.4639,1210.192034,5.932313894
2019-10-10 18:35:00+00:00,70.5541,11.5624,6.77994,27.2237,29.7039,1417.173077,6.188528719
2019-10-10 18:40:00+00:00,81.3175,11.4224,6.83994,27.1437,29.6839,1565.063602,6.688305993
